relative_path	sha256	size_bytes
cases/S1-G1-REGEN10-20260810-011/rank_proofs/rank-002.proof.json	eae7bed4ddb2d9a76630e7d41a35acc7c3c1cc3150e5eb9357e6cdcca94afcde	884
cases/S1-G1-REGEN10-20260810-011/rank_proofs/rank-003.ack.json	59d40548022f279d3d8c5114188ebb5d33dfc74d851f54e617a2ff1ab752a206	453
cases/S1-G1-REGEN10-20260810-011/rank_proofs/rank-003.proof.json	816cc21b2db76a494b8b50505512d42a67290c8f1ef7e5a84f82d26984c12a51	884
cases/S1-G1-REGEN10-20260810-011/resource_usage.txt	4b1476277428a61a9264121816bff641440f454acdbf133859c4fbcb0895e82f	1278
cases/S1-G1-REGEN10-20260810-011/result.json	9045f6337faf968b24b9eb42df1248ea29d27d84a84c5065a0f5da4b938f5066	659
cases/S1-G1-REGEN10-20260810-011/run.stderr	721dabdad12126206605b2410a2b921356b12f68e77d4c8c9614506f712aa031	102
cases/S1-G1-REGEN10-20260810-011/run.stdout	2b046584ae4634ce58bd5c0639a83ef49504fc7d7adcff4af5aa47ea8435b1ab	6405
cases/S1-G1-REGEN10-20260810-011/runtime_metadata.json	fffaaa8f371809b3e5ffc501099d47a8cf54720f25a94e84ce1270836851692f	17735
cases/S1-G1-REGEN10-20260810-011/scientific_result.json	ee93ffaf15fd3fb3de9f43328a233c2647e8a0351a01b4bede94339e424a0ce5	20335
cases/S1-G1-REGEN10-20260810-012/INPUT	8f5a3263be8fc02291a6d5379c0bd09b44f41836a078c3cffe7126c2418cd01f	400
cases/S1-G1-REGEN10-20260810-012/KPT	91042b39ee493cb5c1bee648adc865a2e5935a29278eb405dc009f994db55ece	29
cases/S1-G1-REGEN10-20260810-012/OUT.s1_al_v110_ofdft_next_cutoff/INPUT.info	9309505ad305532940d36d6b52219e051059211ee35f300af87cf26a0d600919	43574
cases/S1-G1-REGEN10-20260810-012/OUT.s1_al_v110_ofdft_next_cutoff/KPT.info	452499465d287a2280c553b60862c8f4e2efdc343b8c5799bc6cee2321370a4f	514
cases/S1-G1-REGEN10-20260810-012/OUT.s1_al_v110_ofdft_next_cutoff/STRU.cif	57a915e31018e568263ba09564895ea6fb5141d5b6198a76b0838ac282265127	710
cases/S1-G1-REGEN10-20260810-012/OUT.s1_al_v110_ofdft_next_cutoff/running_scf.log	b328b29155241f158f48c7f2fa33c819e629a8581590abb8538f81c24e318724	17525
cases/S1-G1-REGEN10-20260810-012/OUT.s1_al_v110_ofdft_next_cutoff/warning.log	f2c8af631ac099c68f68e51a011ec93d98d9da367939c1f21281e2031c9de472	1188
cases/S1-G1-REGEN10-20260810-012/STRU	c3bbf795bf196b357cd95e7d4ba619229ad687896346ffe1bfd19a3ed463cfb1	368
cases/S1-G1-REGEN10-20260810-012/al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	57493
cases/S1-G1-REGEN10-20260810-012/case_status.json	670693138fb6996872d350b68873ceb4965e343950de91d740044517801c6385	345
cases/S1-G1-REGEN10-20260810-012/input_metadata.json	a613b658e39c59d6837bfe9dbe84590a3b14ed2cc1d82b1ba5fe1fddbe7d4292	1583
cases/S1-G1-REGEN10-20260810-012/rank_proofs/EXEC.json	005eea4e1e8e901dd4e99cda94ad3c0d022c1a8b1fd516d5e8054d95003ae862	967
cases/S1-G1-REGEN10-20260810-012/rank_proofs/GO.json	99f4283465163c455514587e159c969b1a71965ee676e8afee7bca54b5c38b6f	548
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-000.ack.json	84be7eb904aa857f2b82cf4dcde130d9438dc73a8eea24cba3631e33c14e369b	453
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-000.proof.json	0c67141f20616242e3bc43cc35ccdbd13d56b98cfb4a191672f2444d7f65ea3a	884
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-001.ack.json	1a2d1dd174dcb6b992597618c7749a2a7b6a52cd2e79c0055a3abe52c2a56c44	453
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-001.proof.json	78af03feb25496977a50185e08638dd59fcd7794d0c3b53b9fd8a2768c713b6a	884
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-002.ack.json	9ada92b35857fafaffa3d39fe443660e4cb8e31172ef28acce2ec80611fe9c3e	453
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-002.proof.json	17234f843ae1f7d84633d724be423eac465c48a3f8f5286dcbf2f99b73292f9c	884
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-003.ack.json	6ddf770222c402c89973a81593c62c2ef7fd47086018150f412dad2cad58645d	453
cases/S1-G1-REGEN10-20260810-012/rank_proofs/rank-003.proof.json	3d0681f979433ae8be8bd19c889d3f2821fd54dc1bd2c23f7a0dba6be8dd8598	884
cases/S1-G1-REGEN10-20260810-012/resource_usage.txt	081178dbdba2fd5d7f02e6cebf512065ec09ae2f4ae48faca4771e1faef97c56	1278
cases/S1-G1-REGEN10-20260810-012/result.json	906f8396e3ea812f8b8b2a5d5bb5679169cd92a3c9574e402a1c89c90a8ab828	667
cases/S1-G1-REGEN10-20260810-012/run.stderr	721dabdad12126206605b2410a2b921356b12f68e77d4c8c9614506f712aa031	102
cases/S1-G1-REGEN10-20260810-012/run.stdout	6ae54c15bf3bacf2a9b8d665613e5799531394fa233ca7205b19375a05bf3dea	6483
cases/S1-G1-REGEN10-20260810-012/runtime_metadata.json	adf452b00967eb28d8d3130500d14f9c568b43c098739d6689bfd532cb05ce50	17402
cases/S1-G1-REGEN10-20260810-012/scientific_result.json	2edfc2b6459e04f9c366a38628f9fb1bdddee3a069245c53273fef574affe888	19990
cases/S1-G1-REGEN10-20260810-013/INPUT	da22228325ccee13e7705d5a7aa8f8270a07cca3edfd99eff010259f113337ff	395
cases/S1-G1-REGEN10-20260810-013/KPT	91042b39ee493cb5c1bee648adc865a2e5935a29278eb405dc009f994db55ece	29
cases/S1-G1-REGEN10-20260810-013/OUT.s1_mg_v090_ofdft_next_cutoff/INPUT.info	7a1a70cc840edf803b7d7e43cb880b7d1fa30e7531efb881755b45a575d273c8	43569
cases/S1-G1-REGEN10-20260810-013/OUT.s1_mg_v090_ofdft_next_cutoff/KPT.info	452499465d287a2280c553b60862c8f4e2efdc343b8c5799bc6cee2321370a4f	514
cases/S1-G1-REGEN10-20260810-013/OUT.s1_mg_v090_ofdft_next_cutoff/STRU.cif	456b6f2aaa15a0da56d996923c8c5dbae21806c3f089703ca3c65c1372236661	767
cases/S1-G1-REGEN10-20260810-013/OUT.s1_mg_v090_ofdft_next_cutoff/running_scf.log	37327a12adf318d404412761887fb06a2044782cc22356448a58e20f689e53c9	18504
cases/S1-G1-REGEN10-20260810-013/OUT.s1_mg_v090_ofdft_next_cutoff/warning.log	303f66f167c020ece7706a4b62164d410fb52ea87fc179c40d85e419f9c043ad	1292
cases/S1-G1-REGEN10-20260810-013/STRU	0e7bfc23e322646ef9a3a3ab3f83d913c6116b293baf0e8982368679601ebbd6	428
cases/S1-G1-REGEN10-20260810-013/case_status.json	c029de014b3136ae73d440c67177f785871621c52050e686a40ae556b0f614d2	344
cases/S1-G1-REGEN10-20260810-013/input_metadata.json	eb6cc6859f28e26fb4b366588ec862e00fcb61efc1469bbab67518e88fc710dc	1526
cases/S1-G1-REGEN10-20260810-013/mg.lda.lps	4b964580cfbd798708299bb0e0baef2f437983d29e6d7040f63b7532038b4259	69617
cases/S1-G1-REGEN10-20260810-013/rank_proofs/EXEC.json	c1ac00f7553a8afb44df8a162aa5afdb26ffb18006c618314382c176c5763645	967
cases/S1-G1-REGEN10-20260810-013/rank_proofs/GO.json	30ddc321ebdc35ed6f238af29820fa54bc4a68ec299c13b2f5a559960224675a	548
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-000.ack.json	9fc76f83d0703adda95fc1cfb0e5b76bf9aae62637882b439272b70f7cedcaa0	453
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-000.proof.json	4c4df6f7c2790d0c672805809eba241b4308aa4cc9eff263ffe7e85e9e4d3406	884
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-001.ack.json	5e6ff03ed2af99bba77a72e3a69119739c161981c8abc69311847fd0c7e6f65b	453
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-001.proof.json	1406afcd8394134ebeaef1fa7fb7001a8513a59ce88ba0369a0cd325235efbbd	884
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-002.ack.json	808f0eded2ae877704fa2f79ce235910e0063a7b206773e256b38cee6ced5049	453
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-002.proof.json	ecf571aca9bb4546f3887865169f5ae096d4222e166db4f886e0915fe10fd462	884
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-003.ack.json	cc1c3fd16b4ccdabd90b13bed67220d193d55de7bde364e37af36281311a5ea6	453
cases/S1-G1-REGEN10-20260810-013/rank_proofs/rank-003.proof.json	944078fc9e2e65543ba2a2f320867452b2978f355bcd7ce9ef5f57547b3f45aa	884
cases/S1-G1-REGEN10-20260810-013/resource_usage.txt	20d9ac3c34c449510f3027acf63e7ceb381b5a6b6e8aac30e0b50fd2c9bd7090	1278
cases/S1-G1-REGEN10-20260810-013/result.json	cb8b8adab6b384d56346d50d55957da76171440470f88c7e5783d8d01c6f36f5	657
cases/S1-G1-REGEN10-20260810-013/run.stderr	721dabdad12126206605b2410a2b921356b12f68e77d4c8c9614506f712aa031	102
cases/S1-G1-REGEN10-20260810-013/run.stdout	5d9817ba9c7d13e4aee7a759ccda9749c5031213c7d0d13308e6811e4b66972e	6349
cases/S1-G1-REGEN10-20260810-013/runtime_metadata.json	a4b01e309441aaf0d5667c588d285e8eac7a8f08a2d15df5168b64f391f5aca2	17401
cases/S1-G1-REGEN10-20260810-013/scientific_result.json	8b58653bb385c909111f0c828721c2e36d0289063ee75dfeb5ac1e8b1628009f	19989
cases/S1-G1-REGEN10-20260810-014/INPUT	73304a0a635c14abcdadabf3ec5451f55c0f56c71e8c306436a9f598b17b576a	395
cases/S1-G1-REGEN10-20260810-014/KPT	91042b39ee493cb5c1bee648adc865a2e5935a29278eb405dc009f994db55ece	29
cases/S1-G1-REGEN10-20260810-014/OUT.s1_mg_v110_ofdft_next_cutoff/INPUT.info	30b0193c3918a7f4ad8c72ca7191ef973c813159e0c8176ce8bdcb602e577562	43569
cases/S1-G1-REGEN10-20260810-014/OUT.s1_mg_v110_ofdft_next_cutoff/KPT.info	452499465d287a2280c553b60862c8f4e2efdc343b8c5799bc6cee2321370a4f	514
cases/S1-G1-REGEN10-20260810-014/OUT.s1_mg_v110_ofdft_next_cutoff/STRU.cif	d6d4e253503f491ca78c85a3eb9023cc5c579e1c2457551354ac965d492d743f	767
cases/S1-G1-REGEN10-20260810-014/OUT.s1_mg_v110_ofdft_next_cutoff/running_scf.log	542039c719d3e5b1e8967f904ff496b96bf3ab1ac2bcfb675784196459a942ee	17635
cases/S1-G1-REGEN10-20260810-014/OUT.s1_mg_v110_ofdft_next_cutoff/warning.log	8a1536d40d87a978c1d0473798a9e76e15da852fd309f0c48de398a76c8fbbc5	1246
cases/S1-G1-REGEN10-20260810-014/STRU	2830ba604f066a34709da8abb3fa32449372e05b41c2715e999ffd0eeafb8512	428
cases/S1-G1-REGEN10-20260810-014/case_status.json	b020a77d48a47c7d9c95b475d2fd8c5ecfbfcdf783bba796c966edd1fe4346f0	344
cases/S1-G1-REGEN10-20260810-014/input_metadata.json	9442803c6b0b91bd570597008410f9b657b9024c10042d4a57038439534c353e	1545
cases/S1-G1-REGEN10-20260810-014/mg.lda.lps	4b964580cfbd798708299bb0e0baef2f437983d29e6d7040f63b7532038b4259	69617
cases/S1-G1-REGEN10-20260810-014/rank_proofs/EXEC.json	bffc93a7be667496206bac1ffeac09cf9cbae9c481e1e787697c72233d1213d5	967
cases/S1-G1-REGEN10-20260810-014/rank_proofs/GO.json	50d2487fc2b67b77b8e239f8d69f647c618631c71c2a8c2542e76c4a735c5a85	548
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-000.ack.json	ade7c63d51364679d01adcd13483fd77a2386cd439a7a44b05ce711d4ee4ad9e	453
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-000.proof.json	6a19a3b53da38fab6f6f5703bb8db5a4a621de72576bc0f834ebbf5cdc08c7ef	884
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-001.ack.json	4d16c57509904f6dd6cccc1f1bc27ae2246d75482bceb8d91e77e5c54b9a4d8f	453
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-001.proof.json	12db0bc1e726c1170ad81a661bcdcc86840ff5d7e4be783bd20ced1704444a0d	884
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-002.ack.json	8790e9afa0a3911d0c22d3e3b8ef3716b7cb549498a15d5c11f36f05762e6771	453
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-002.proof.json	d1c5a3ad469fb1938dac5f2660ceb4322029b6de2243658c7d1a7b3ef42cf880	884
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-003.ack.json	d5b7c32f4be16feb6279fd7995dd1cfe44f77af7e1c055e35ce1e2e76ac647e9	453
cases/S1-G1-REGEN10-20260810-014/rank_proofs/rank-003.proof.json	a70facbdf0399041002f3647ed28b87a7944e930cbc98ae82c51b85901e0dbb6	884
cases/S1-G1-REGEN10-20260810-014/resource_usage.txt	b4e33e4244779461b501d8b79d05fd017e8c02f941e22ea12b6aa33c58936cb5	1278
cases/S1-G1-REGEN10-20260810-014/result.json	826b0e4b676ac76bea172b1816bd8a779a9d198f6816c5170d23600b91dd67f1	658
cases/S1-G1-REGEN10-20260810-014/run.stderr	721dabdad12126206605b2410a2b921356b12f68e77d4c8c9614506f712aa031	102
cases/S1-G1-REGEN10-20260810-014/run.stdout	71ea89c488efa6de7cde2633191720c7ec27d07a9b3bcc21f02126c95080379d	6195
cases/S1-G1-REGEN10-20260810-014/runtime_metadata.json	9e586584fd0ddab0aebf3a5dce6721c00cebc7f7c1bc72cefa93479572369f9e	17624
cases/S1-G1-REGEN10-20260810-014/scientific_result.json	5858cd9ddbdfbd773b21e851b8442ff75a2c05e7777a18e96dc5200eb96ecda5	20220
cases/S1-G1-REGEN10-20260810-015/INPUT	7562cb1441b4984b30ad07190a4de739f3342df77c60deb10f622624d3349216	372
cases/S1-G1-REGEN10-20260810-015/KPT	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	32
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/INPUT.info	7b6a56b3a51a6df933d0e1c8e8812728f6dd33bfa54c4d3db28cf4dd182be315	43568
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/KPT.info	b96ef4fef5a03a5e839148e19a722e3f8709699a350e2ad8a5de042429a8b8e4	2536048
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/STRU.cif	c92fcf1f97d924e358d193d84119d26256cd1a22173ae4d7bed0476df93b90b0	710
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/chg.cube	4508781596bc2cb772f5bad4593c2399c3b23473837ceff1b3e987e080aadef1	334367
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/eig_occ.txt	54027ea660ccc1507196749af7e1d22ea1d37b6c44be2a798492981acfeb06e6	6507236
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/g1tlr4_al_v090_quarter-CHARGE-DENSITY.restart	9ad804a27137f554a4369b98b08bcb64d61837e763c29b321d93af04687740b3	97528
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/pot.cube	e857e8eee21e7b5a65437435c4800e6585445fe5fdc669eb9062918881e13792	346315
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/running_scf.log	9ebc81764405a331bec7cd4eaa01387eb304e660a17f2342e26b7950331d134b	2438575
cases/S1-G1-REGEN10-20260810-015/OUT.g1tlr4_al_v090_quarter/warning.log	b4b6a97ad885b1afa5cfde53a871d556aca9159ea108731c64f6f101da3c2bbb	937
cases/S1-G1-REGEN10-20260810-015/STRU	78f39f8f09367c41279248b1772a2dbe9dd77d2839931891ce5696b7ebac7fea	368
cases/S1-G1-REGEN10-20260810-015/al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	57493
cases/S1-G1-REGEN10-20260810-015/case_status.json	f1ca991a2de830eaae174d4554e95b4b89ac804083c2c3b45a02220c9843f047	344
cases/S1-G1-REGEN10-20260810-015/input_metadata.json	07ef99bc02cc5e4cd7d6ceb242d018064ec26d01f67fc4cb7b73c75ad5fb863f	1035
cases/S1-G1-REGEN10-20260810-015/rank_proofs/EXEC.json	a12bd1d5cc6f2ca341706f3a06a199bb7f70c57fc0f7a42c6ef778e8d9043882	967
cases/S1-G1-REGEN10-20260810-015/rank_proofs/GO.json	fea19aaf8ac2d28fb5048ee89b4fc616605545c3fd2f7e793acb1a4472f7dfc7	548
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-000.ack.json	b8e1a51e34619ae95da5d8aebac862ae13c9169775258c13f6594f9629a23778	453
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-000.proof.json	714e3f4ff48c0926561711fa11120b8e46c086b38e79228447a213c96e48797a	884
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-001.ack.json	201e520fd74631f6af1274b22c838823bab5c193f5b17d245708eee3f83083e5	453
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-001.proof.json	5e94143def54361aeb93914a6adbdff9a3ba856012e56e095fb1ee045556bc26	884
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-002.ack.json	49ce9ae690e0cb98ded1f6d3a0c18cb5dbe47dd82ffcbdb8d41faf865f5c80d5	453
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-002.proof.json	d2105c01eaf78f4b6ca188caea8d635571c69189a8509f35501cd65d2c9a0252	884
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-003.ack.json	63e67a0dbb46f17f582d51e111f0523d04e50512c97adceb994cd8f344051a2e	453
cases/S1-G1-REGEN10-20260810-015/rank_proofs/rank-003.proof.json	d838974b45f64525d6a09d5f2c907a9557000c996d25655dc4aa2f402cf89a67	884
cases/S1-G1-REGEN10-20260810-015/resource_usage.txt	4d3dd404c56b9658a42773c8010afde6d32defd92a11edbf8affcf81370847f2	1284
cases/S1-G1-REGEN10-20260810-015/result.json	b59caf173656e5d06b196d93eef2d8674d72fac363eb68e23a79ccfd6bb80399	768
cases/S1-G1-REGEN10-20260810-015/run.stderr	721dabdad12126206605b2410a2b921356b12f68e77d4c8c9614506f712aa031	102
cases/S1-G1-REGEN10-20260810-015/run.stdout	8b45c07d97756fd9d44e9700ce7a3af37cfae0f5469af9cfda64e220b8cb5225	5815
cases/S1-G1-REGEN10-20260810-015/runtime_metadata.json	77101fac993d620524deac458bfb2b16131f0130497aca0cb1bbf12e14948f3f	17735
cases/S1-G1-REGEN10-20260810-015/scientific_result.json	d150c8f575a19513fe4186ad76f6fef950d87daef7dc429c3f99b932b7e1246f	35406
cases/S1-G1-REGEN10-20260810-016/INPUT	15f6a193e5d4b5d54a381810460a284a1818b545fe47109814f54f16a58e2547	372
cases/S1-G1-REGEN10-20260810-016/KPT	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	32
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/INPUT.info	2e72172a619a20a823457e9ce9aa1936ee54a982a3b80acb85e0116207f9bfc1	43568
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/KPT.info	b96ef4fef5a03a5e839148e19a722e3f8709699a350e2ad8a5de042429a8b8e4	2536048
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/STRU.cif	c2c6f64a3996ffed348982e525bb4cd7f2e92287f631e6b4943f0c9341459663	710
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/chg.cube	ca4ec0ecf87b709eab4ae1d6126fc66414678a1249b00298a9d79fbd25f05150	334367
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/eig_occ.txt	327511b040b8f51b16235a6820343dec45a8d6f75cd0badb2bff928ff0eb4ad7	6509997
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/g1tlr4_al_v100_quarter-CHARGE-DENSITY.restart	28c954d6aca2622515fd48cefc94f202886c5ee3e29f28e2c76476942fa4c415	107608
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/pot.cube	14e058ef3716c8403ea0e258f806c2dd3d9eb23e2f36ccbe21b1a29011d3a163	346507
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/running_scf.log	80c5c9a17d2c9309f346035a97eacea8e5397733b0df37e8b32ca6d5c1e8d8e7	2438566
cases/S1-G1-REGEN10-20260810-016/OUT.g1tlr4_al_v100_quarter/warning.log	1af5f6199570295e0278ddc88aaf6335c72a017612af968b6ee59adb21785fb7	936
cases/S1-G1-REGEN10-20260810-016/STRU	31279eb4f9a5a6ad20376271c79c03a8ead1676cb697b5065515041f6799d437	368
cases/S1-G1-REGEN10-20260810-016/al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	57493
cases/S1-G1-REGEN10-20260810-016/case_status.json	4256ef6b25bc5789820f2b4a47adacdc01dbd582963b60e245211c508da668a2	345
cases/S1-G1-REGEN10-20260810-016/input_metadata.json	59d08362437c68f201e96c57cdb5cdb4839678b1172bc1dcdf31de5e09ed1ff9	1035
cases/S1-G1-REGEN10-20260810-016/rank_proofs/EXEC.json	57680e25b5c9da2d1a02185737547ea04a9db077d0c0ded1cac7d6a3f381a93b	967
cases/S1-G1-REGEN10-20260810-016/rank_proofs/GO.json	3eed55cf1d198d594137cb77325bd0c564085fd825534eab9d376ed3224db85b	548
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-000.ack.json	1f7234282b1af590f850c4cff7e46e695a83926121b57f9eb45ebb79641be07f	453
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-000.proof.json	7042578647a6dc92fa80840646bdb7884dafe0b15d5b41bc254b5c3ee3a98782	884
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-001.ack.json	af091ad2d647e57d5f00c14262e230d639ff3d90d44ec40aa5069701cee30c9e	453
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-001.proof.json	0766711be1752bd56807983cd27554be871a7b7b882d1938b0021c1afc6013bb	884
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-002.ack.json	ab88982555a3d08e0269defd83bc390170ecd0b712974d00a31cd504fedff6c0	453
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-002.proof.json	5d615dc6964c3db7ddd326f992aef322759600545c74b71f535a0a5acc967853	884
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-003.ack.json	cec6de2a498ab89b1d5e680ee227b4f45fd35da2e5f12d4cfd222ef717ff889e	453
cases/S1-G1-REGEN10-20260810-016/rank_proofs/rank-003.proof.json	2865ac606e58ef8a09a0db5842a16214411c33b01d113d9409a553eeb05e6967	884
